Gene_ID	Total.leaf_rpkm	Mesophyll.cells_rpkm	Bundle.sheath.cells_rpkm
Sobic.001G340100	0	0	0
Sobic.001G340200	23.6899329556	2.4678604875	11.9173245418
Sobic.001G340300	10.445001861	2.5965812533	9.0837498386
Sobic.001G340400	0	0	0
Sobic.001G340500	94.5900939207	4.225097381	46.4735915437
Sobic.001G340600	29.2969168718	35.1338886539	61.2668051617
Sobic.001G340700	0.1249625771	0	0
Sobic.001G340800	0.5440635073	0.14201437	0.203196712
Sobic.001G340900	0	0	0
Sobic.001G341001	2.2178672783	0	6.8107014499
Sobic.001G341100	2.8306703316	15.4287479355	3.2253501246
Sobic.001G341200	0	0.2738125124	0
Sobic.001G341300	0.3917912548	0	0.0975507378
Sobic.001G341400	0.0470172739	0.147272407	0
Sobic.001G341500	2.8323293653	3.7137421372	4.1328692001
Sobic.001G341550	0	0	0
Sobic.001G341600	0	0.4088172929	0
Sobic.001G341700	0	0	0
Sobic.001G341800	28.7956622053	62.2336724704	18.1141367697
Sobic.001G341900	7.6501998625	6.6165812165	7.6120788528
Sobic.001G342000	0	0	0
Sobic.001G342101	0	0	0
Sobic.001G342200	7.1138945582	0	3.4512253206
Sobic.001G342300	0	3.5311725041	0
Sobic.001G342400	0	0	0.0940647078
Sobic.001G342500	0	0	0
Sobic.001G342600	120.9757978892	191.6863038713	87.3747263957
Sobic.001G342700	0.2526125215	0	0
Sobic.001G342800	0.5660955302	0	0.3171378402
Sobic.001G342900	3.7094154479	0.981888828	5.9708427473
Sobic.001G343000	9.6016657194	0.9746637446	8.2179805523
Sobic.001G343100	0.0843553483	0	0
Sobic.001G343300	0.0377498091	0	0
Sobic.001G343400	0	0	0
Sobic.001G343500	0	0.2396974356	0
Sobic.001G343601	0.0845070666	0.5294036886	0
Sobic.001G343700	0	0	0
Sobic.001G343766	0.4954579509	0.184752982	0.2379130973
Sobic.001G343832	0	0	0
Sobic.001G343900	190.2671960313	93.4798926401	80.1822040968
Sobic.001G344000	0	0	0
Sobic.001G344150	0	0	0
Sobic.001G344300	0.0424827568	0	0
Sobic.001G344400	69.6358445441	43.483293879	400.8189839778
Sobic.001G344450	0	0	0.2861134863
Sobic.001G344500	1.2386091916	1.7384451867	0.5915155222
Sobic.001G344600	0.8474416053	0	0.3165022935
Sobic.001G344700	0	0	0.2506899118
Sobic.001G344800	0.0498789055	0	0.1117725721
Sobic.001G344900	2.2024654222	0	0.274192091
Sobic.001G345000	3.4778526524	0.349998158	2.3474233715
Sobic.001G345100	39.5186752617	10.9464739624	64.9190979242
Sobic.001G345200	0	0	0
Sobic.001G345300	0.0656533708	0	0.1471212338
Sobic.001G345333	0.0354165294	0.9984181123	0.1587282859
Sobic.001G345366	0.1768604605	0	0
Sobic.001G345400	0	0	0
Sobic.001G345500	0	0	0
Sobic.001G345600	0	0	0
Sobic.001G345700	0	0	0
Sobic.001G345800	0.2275347652	0	0
Sobic.001G345900	0	0	0.0397219931
Sobic.001G346000	0	0	0
Sobic.001G346100	10.4457988091	6.6954797838	2.9824568047
Sobic.001G346200	0	0	0
Sobic.001G346300	5.2295639534	1.8828259118	4.3103698267
Sobic.001G346401	0	0	0
Sobic.001G346500	0.2657074213	0	0
Sobic.001G346600	9.4910365615	0.0948287535	4.3757665661
Sobic.001G346700	2.732283148	1.170371574	2.0409049479
Sobic.001G346800	0	0	0
Sobic.001G346900	10.6755897583	2.8714375307	6.3308317917
Sobic.001G347001	0	0	0
Sobic.001G347100	0.1148933988	0	0.1103409253
Sobic.001G347201	0	0	0
Sobic.001G347300	10.4179019657	13.5464575675	14.9680649755
Sobic.001G347400	0	0	0.1365035821
Sobic.001G347500	9.8647725783	5.9749758825	17.1985110382
Sobic.001G347600	20.6600832537	10.4981614612	26.2330302744
Sobic.001G347700	3.0208992745	1.9199023072	3.2964368573
Sobic.001G347800	1.5897494777	0	0.2968696324
Sobic.001G347901	35.9372575816	4.3715116466	9.3822561049
Sobic.001G348000	0.2066829722	2.0141145221	0.9263028999
Sobic.001G348100	54.7667769705	143.404920478	15.5360622289
Sobic.001G348200	0	0	0
Sobic.001G348300	0	0	0
Sobic.001G348400	0	0	0
Sobic.001G348500	0	0	0
Sobic.001G348600	0	0	0
Sobic.001G348700	0	1.5194979027	0
Sobic.001G348800	0	0	0
Sobic.001G348900	0.4581509871	0.4783560957	0.342220248
Sobic.001G349000	0	0	0
Sobic.001G349100	0	0	0
Sobic.001G349200	0.0161685922	0	0
Sobic.001G349300	0.0874066476	0.1825228096	0
Sobic.001G349400	1.3893169973	0.181323481	2.0106669312
Sobic.001G349500	12.0697799282	7.2011853425	3.0186285251
Sobic.001G349600	0	0	0
Sobic.001G349650	1.9577470419	0	2.1935367282
Sobic.001G349700	6.0670496565	1.4780768695	11.2540707893
Sobic.001G349800	0.0211014651	0	0.0472858217
Sobic.001G349900	0.4836154632	0.4039548731	0.3612411812
Sobic.001G350000	0.097616196	0	0.8749841797
Sobic.001G350100	0	0	0
Sobic.001G350200	0	0	0
Sobic.001G350300	0.4173092379	0	0.4156174854
Sobic.001G350400	9.0758402609	2.2670090178	6.9090325045
Sobic.001G350501	151.7591500091	122.7391688508	82.4971514344
Sobic.001G350600	64.8723359829	23.5706696845	29.4633444384
Sobic.001G350700	37.1340406663	20.1771115518	18.5743029407
Sobic.001G350800	4.9780631103	2.8267664117	2.6420293678
Sobic.001G350900	20.4644875625	177.725083608	35.7785592602
Sobic.001G351000	2.1884579728	2.6979188352	6.7947939056
Sobic.001G351100	0	0	0
Sobic.001G351200	0.2211350312	0.0659678285	0.7079096568
Sobic.001G351300	0	0	0
Sobic.001G351400	7.3379961765	0	46.9406237389
Sobic.001G351500	0	0	1.0424729005
Sobic.001G351600	0	0.293370549	0
Sobic.001G351700	168.2127608506	69.3523247471	79.8235150346
Sobic.001G351800	18.1927225116	2.4927883712	9.0951522878
Sobic.001G351900	12.3010372077	3.8951690566	7.9080294065
Sobic.001G352100	0	0	0
Sobic.001G352200	1.0184811201	1.2760770992	0.6086113466
Sobic.001G352300	0.4156295321	0	0.1330536179
Sobic.001G352400	657.1756531113	2388.9268653399	1030.8241280333
Sobic.001G352500	0.3854314489	0.1149798636	0
Sobic.001G352600	4.0130330824	1.4665047374	7.9810389713
Sobic.001G352633	0.0638395775	1.0664798945	0.4291702294
Sobic.001G352666	0	0	0
Sobic.001G352700	0	0	0
Sobic.001G352800	31.9933234438	12.580037527	7.9950317929
Sobic.001G352900	10.0569502693	3.2953621635	6.9527205898
Sobic.001G352933	0	0	0
Sobic.001G352966	0	0	0
Sobic.001G353000	64.9985313317	1.1993824823	87.3064859548
Sobic.001G353100	50.6966640613	1.5183395723	106.1325305351
Sobic.001G353200	4.6049954325	0	5.9146838951
Sobic.001G353250	0	0	0
Sobic.001G353300	0.1703417366	2.1342485864	0.4771439409
Sobic.001G353400	0.5658114883	3.3968963222	0
Sobic.001G353501	0.546953719	0	0
Sobic.001G353600	6.9262126424	6.0589654562	3.9850707095
Sobic.001G353700	9.6680788313	0.585185787	0.4186471688
Sobic.001G353800	0.0790713091	0	0.0590630682
Sobic.001G353900	41.3671243192	10.2278116955	2.8508058562
Sobic.001G354000	1.0598329851	0.1005975567	0.1079525936
Sobic.001G354100	0.0398185839	0	0
Sobic.001G354200	0.4201424352	0	0
Sobic.001G354400	10.5957178166	0	0.1946206339
Sobic.001G354501	3.2769156496	0.1052748394	1.2426903353
Sobic.001G354600	63.89328785	28.4748959438	37.7908841388
Sobic.001G354700	0.1486896488	0	0
Sobic.001G354800	0	0	0
Sobic.001G354900	0	0	0
Sobic.001G355000	132.8086649571	793.5143654799	50.0126374038
Sobic.001G355100	36.0894678688	8.5200792121	12.408373167
Sobic.001G355200	7.6597020287	2.917329144	3.0226726207
Sobic.001G355300	0	0	0
Sobic.001G355400	0.1174648225	1.9623230058	0.2632244074
Sobic.001G355500	0.1369852158	0	0.1534836195
Sobic.001G355600	14.1640391315	11.7596838727	4.8438389737
Sobic.001G355700	0	0.3961621142	0
Sobic.001G355800	197.324896022	64.5628036644	82.6735856362
Sobic.001G355850	0	0	0
Sobic.001G355900	0	0	0
Sobic.001G356000	0	0	0
Sobic.001G356100	12.7102472454	6.45605863	7.120530273
Sobic.001G356200	6.6015355283	3.7596396067	5.4634123939
Sobic.001G356300	0	0	0
Sobic.001G356400	0	0	0
Sobic.001G356500	12.9071538036	10.9638326244	14.2165691316
Sobic.001G356600	61.0392225507	52.3988482764	59.532301688
Sobic.001G356700	0	0	0
Sobic.001G356800	0	0	0
Sobic.001G357000	0	0	0
Sobic.001G357100	0	0	0
Sobic.001G357200	1.265504994	0.1016396585	1.5269924186
Sobic.001G357300	95.9258183099	19.8319878248	113.4359728552
Sobic.001G357400	0	0	0.4867015237
Sobic.001G357500	0.0969781816	0	0.0543290831
Sobic.001G357600	0	0	0
Sobic.001G357650	0	0	0
Sobic.001G357700	0.0306030801	0	0
Sobic.001G357800	0	0	0
Sobic.001G357900	0.0566550591	0	0
Sobic.001G358000	30.0562731242	28.1795731907	13.7453998636
Sobic.001G358101	0	0	0
Sobic.001G358200	0	0.5502983087	0.0656147256
Sobic.001G358300	34.72466068	83.6528133957	73.5140675615
Sobic.001G358366	0.2237425191	2.8033185797	0.1671266079
Sobic.001G358432	0	0	0
Sobic.001G358500	6.0170597371	1.4610280487	2.7176047354
Sobic.001G358600	12.2835726181	7.6001751705	1.4442651723
Sobic.001G358700	0	0	0
Sobic.001G358800	2.0868052268	0	3.0881075727
Sobic.001G358900	0.0862654755	0	0.0966552292
Sobic.001G359000	0	0	0
Sobic.001G359100	0	0	0
Sobic.001G359200	1.1644821115	0	0.6834307981
Sobic.001G359300	1250.6575636201	259.5114908966	774.3099299052
Sobic.001G359400	9.4673140535	6.0773436374	3.5358502485
Sobic.001G359500	9.5335633608	3.2239698891	1.3838742119
Sobic.001G359601	0	0	0
Sobic.001G359700	0	0	0
Sobic.001G359800	0	0	0
Sobic.001G359900	3.8310185881	1.773183439	2.079834208
Sobic.001G360000	13.2922594794	0.5355035492	16.2819221065
Sobic.001G360200	14.7153733701	6.2203814639	10.8137837693
Sobic.001G360300	0.0443263481	0	0
Sobic.001G360400	0	0	0
Sobic.001G360500	0	0	0
Sobic.001G360600	21.6090947081	28.462939825	21.902257294
Sobic.001G360700	0.1050356088	0	0.2353720483
Sobic.001G360800	0.3166879061	0.1983925753	0.4257954916
Sobic.001G360900	55.0149274785	15.1855950389	10.9497918245
Sobic.001G361000	0.0201945254	0	0.0905069596
Sobic.001G361100	0.0435659982	0.0454873205	0.1708456979
Sobic.001G361200	0.9636641748	0	0.1963140391
Sobic.001G361300	9.1761885892	3.9126072202	15.0721542063
Sobic.001G361400	0	0	0
Sobic.001G361500	0	0	0
Sobic.001G361600	6.1683310365	1.4311918195	1.0238874842
Sobic.001G361700	10.4630186327	6.729462802	45.8610695533
Sobic.001G361750	0	0	0
Sobic.001G361800	0.760563599	0.122170082	2.6220472236
Sobic.001G361900	0.508548892	0	0.3351753914
Sobic.001G362001	0.4593952863	0	0
Sobic.001G362100	0.1553253851	0	0.174032666
Sobic.001G362200	10.2838100239	9.930021793	6.0644131159
Sobic.001G362300	2.441098443	0.1307053512	0.2805233471
Sobic.001G362400	0.0974811805	0	0.3276652374
Sobic.001G362500	0	0.8853609119	0
Sobic.001G362601	3.2301544385	8.7366628806	4.6877153302
Sobic.001G362701	0.2873757126	0.9001481678	0
Sobic.001G362800	0.5937564744	0	0.1330536179
Sobic.001G362900	0	0	0
Sobic.001G363000	0.5277520957	0	0.4300466833
Sobic.001G363100	0.0667413764	0.1393695317	0.1495593224
Sobic.001G363200	0.026666248	0	0
Sobic.001G363300	0	0	0
Sobic.001G363400	0	0	0
Sobic.001G363500	26.5093585989	16.1286822396	28.7120563248
Sobic.001G363600	0.1046346245	0.4994247311	0.2344734912
Sobic.001G363700	0.4768992311	0	0
Sobic.001G363900	21.1436680529	8.3471948755	23.57233499
Sobic.001G364100	0	0	0
Sobic.001G364200	0	0	0
Sobic.001G364300	0	0	0
Sobic.001G364400	0	0	0
Sobic.001G364500	335.2239722452	13.1331107684	73.3747356573
Sobic.001G364600	39.9571840968	8.2239380919	19.4890248078
Sobic.001G364700	0	0	0
Sobic.001G364800	21.9748407873	1.06992571	2.2963033924
Sobic.001G364900	0	0	0
Sobic.001G365000	0	0	0
Sobic.001G365100	0	0	0
Sobic.001G365200	39.5401928583	2.2278028448	65.8932622469
Sobic.001G365266	0.4383015766	0	0
Sobic.001G365332	0.0390897912	0	0
Sobic.001G365400	0.3664413874	0.7652039451	0
Sobic.001G365500	4.5269818249	2.2242955985	4.1771127621
Sobic.001G365600	21.551147737	14.6859077202	14.4745241579
Sobic.001G365700	0.2864995671	0.8546702987	0
Sobic.001G365800	36.3134108464	39.9472897614	15.3422226021
Sobic.001G365900	15.9656790299	25.2580629737	23.7560266182
Sobic.001G366000	0	0	0
Sobic.001G366100	0	0	0
Sobic.001G366200	0	0	0
Sobic.001G366300	1.522260113	0.9134447954	5.7245427227
Sobic.001G366401	0	0	0.2737168881
Sobic.001G366500	0.0560691277	1.346462683	0
Sobic.001G366600	2.9301092091	2.2027184517	0.6128284429
Sobic.001G366700	0.0402851635	0.3364943708	0.1354112413
Sobic.001G366800	11.6499781253	4.3528361122	7.421838368
Sobic.001G366900	0	0	0
Sobic.001G367000	10.8827703213	4.9298555906	6.4515786125
Sobic.001G367100	9.1798437073	1.7019539156	12.3521617831
Sobic.001G367301	0.1010088047	0	0.1131742346
Sobic.001G367500	0.7303512281	3.0502430142	0.5455428132
Sobic.001G367600	0.0376489816	0.2358561305	0
Sobic.001G367700	1.0874774164	0.756957809	2.6689910521
Sobic.001G367800	32.5850468694	30.0719629464	19.4170731684
Sobic.001G367900	9.2249860615	5.0085469389	6.2843104591
Sobic.001G368000	0.8440586049	0	0.2579226637
Sobic.001G368100	3.0966645226	0	1.201023912
Sobic.001G368300	17.085792366	6.2437550185	0
Sobic.001G368400	0.6320976996	0.3299870525	0.8852838814
Sobic.001G368500	535.0340777015	329.1938968561	644.9918346077
Sobic.001G368600	21.2002019247	8.3621718998	20.4808295588
Sobic.001G368700	0	0	0
Sobic.001G368800	2.0194525361	2.4458753798	0.814562636
Sobic.001G368900	0	0	0
Sobic.001G369000	46.9716301844	16.9299626339	19.4654689578
Sobic.001G369101	0	0	0
Sobic.001G369200	0	0.3360142133	0
Sobic.001G369300	0	0	0
Sobic.001G369401	0.1757578392	0	0
Sobic.001G369500	0.0728840677	0	0
Sobic.001G369550	0	0	0
Sobic.001G369600	0	0.306081578	0
Sobic.001G369701	0	0	0
Sobic.001G369800	0.0298260235	0	0.1336729957
Sobic.001G369900	0.6866138623	0.7168945079	0.7240556765
Sobic.001G370000	0.1831810098	0	0
Sobic.001G370100	18.5470772394	12.488468109	12.2988847706
Sobic.001G370200	0	0	0
Sobic.001G370300	3.3788734773	0.3067727471	1.5637093508
Sobic.001G370400	0.6440840165	0.2017467107	0.5412427842
Sobic.001G370500	19.9164903638	0.2800651293	9.3167915841
Sobic.001G370600	8.1077223361	47.6933016265	4.2749227065
Sobic.001G370700	6.4530031253	0.8421987149	1.355662184
Sobic.001G370750	0	0	0.4080998564
Sobic.001G370800	6.0548877586	3.0345201121	8.6836917901
Sobic.001G370900	26.8066009811	21.6905244912	35.6215038645
Sobic.001G371000	19.2555971146	4.4123800663	12.4484270032
Sobic.001G371100	73.8836709738	0.3554932982	4.4252219213
Sobic.001G371200	4.6917185877	0	2.1951413637
Sobic.001G371300	39.5737102594	9.1070376321	24.7338442389
Sobic.001G371400	85.206977383	3.5424868267	16.9339115475
Sobic.001G371500	3.0510343511	3.8227071542	4.7858983162
Sobic.001G371600	0	0	0
Sobic.001G371650	0	0	0
Sobic.001G371700	1.551525993	1.3097472053	1.109611085
Sobic.001G371750	1.6577588562	1.3779728803	1.5147876379
Sobic.001G371800	0	0	0
Sobic.001G371900	306.8091314758	253.7886249658	144.0776115132
Sobic.001G372000	8.5308508847	4.5333492434	15.4851321657
Sobic.001G372100	0	0	0
Sobic.001G372200	0.5929714598	0.8591901897	1.3830128548
Sobic.001G372400	0	0	0
Sobic.001G372500	128.9038800951	1287.0354662663	51.7156656756
Sobic.001G372600	0.2376227023	0.3969635211	0.4259869034
Sobic.001G372700	3.0291788041	4.6387291685	2.3079274688
Sobic.001G372800	21.1791142692	1.8504722394	1.9857666945
Sobic.001G372900	0.5099775218	0	0.3047460578
Sobic.001G373000	6.5431862641	0.6665122012	3.1738918072
Sobic.001G373100	0.4789470024	0.3077349199	1.8988483126
Sobic.001G373200	24.9386853957	15.0460994739	5.0946659495
Sobic.001G373300	0	0	0
Sobic.001G373400	3.2280409241	0.7149337807	0.8768057984
Sobic.001G373500	0.0232450176	0.0485403118	0.0520892627
Sobic.001G373600	0	0	0
Sobic.001G373700	0.9449546927	0.6662945954	3.2175436877
Sobic.001G373800	43.1489017378	8.8973062138	18.1988818735
Sobic.001G373850	0	0	0
Sobic.001G373900	4.7475066051	1.8025012301	5.9962939099
Sobic.001G374000	3.3687548455	3.0035556212	4.3258146434
Sobic.001G374100	17.8580755147	6.8150395754	31.4718880426
Sobic.001G374200	0	0	0
Sobic.001G374301	0	0	0
Sobic.001G374400	3.704230355	0.2468675853	4.1062124496
Sobic.001G374500	0.0883747881	0	0.0990185859
Sobic.001G374600	0	0	0
Sobic.001G374700	112.9620043195	12.6733360793	12.2838056781
Sobic.001G374800	0.6633307624	0	0.185805464
Sobic.001G374900	0	0	0
Sobic.001G375000	17.5024149661	4.0174056211	14.5106397681
Sobic.001G375100	69.8216640855	49.2577010872	143.9031500819
Sobic.001G375200	0	0	0
Sobic.001G375300	8.9803751407	1.819896336	5.6890436436
Sobic.001G375400	0	0	0
Sobic.001G375500	0	0	0
Sobic.001G375600	6.6526806023	2.3382820864	6.7159124502
Sobic.001G375650	0	0	0
Sobic.001G375700	142.8020945128	52.9093632879	62.4850462399
Sobic.001G375800	0	0	0
Sobic.001G375900	0.4059844096	0	0.0909761777
Sobic.001G376100	11.2986925946	8.1151206674	8.3859103239
Sobic.001G376150	0.5197558518	0	0
Sobic.001G376200	3.1918225947	1.5011650901	2.964093694
Sobic.001G376266	0.9304144358	0.2428617581	1.824327576
Sobic.001G376332	0	0	0.18029069
Sobic.001G376400	4.1789617071	0.7844062648	1.0521961654
Sobic.001G376501	0	0	0.0998322658
Sobic.001G376600	9.8455992316	0	3.7135393573
Sobic.001G376700	6.6756701659	2.4500875647	11.1515277068
Sobic.001G376800	8.1124614266	0.7557084746	11.2858731794
Sobic.001G376900	19.5056264912	0.9001481678	10.8187646339
Sobic.001G377000	9.85188834	1.450642007	14.8594423526
Sobic.001G377050	0	0	0
Sobic.001G377100	1.1405624508	0	0.6169322048
Sobic.001G377200	0.0390681228	0.2447464946	0
Sobic.001G377300	0.1201686164	0	0
Sobic.001G377400	1.9838503358	0.8721435581	1.1698862551
Sobic.001G377500	2.3690384373	0	2.359434464
Sobic.001G377600	0	0	0
Sobic.001G377700	0.1004688432	0	0.0375230802
Sobic.001G377800	23.9467355471	2.0674166874	4.8531277921
Sobic.001G377900	0	0	0
Sobic.001G378001	1.3297904436	0.4384535018	2.9798989516
Sobic.001G378100	44.819646111	67.7141825777	61.4162385188
Sobic.001G378150	0.2958190703	0	0.3314473126
Sobic.001G378200	2.3141111348	0.2543333389	2.7292853301
Sobic.001G378300	2.9036248262	0.5512143275	7.2460651472
Sobic.001G378400	0	0	0
Sobic.001G378500	0	0	0
Sobic.001G378550	8.7393827952	7.6530597227	2.316374785
Sobic.001G378600	0	0	0
Sobic.001G378700	0	0.570996025	0
Sobic.001G378800	23.0464607919	1.72133597	18.7797530417
Sobic.001G378900	0	0	0
Sobic.001G379000	0.0329957367	0.0689017909	0.0739394403
Sobic.001G379100	0	0.2830273566	0
Sobic.001G379200	12.5425785591	2.3748722408	9.0289976532
Sobic.001G379300	0	0	0
Sobic.001G379400	0	0	0
Sobic.001G379500	0	0	0
Sobic.001G379600	11.0112748101	1.1953950465	0.4527510113
Sobic.001G379700	65.0310423375	48.4608983331	76.5161150144
Sobic.001G379800	1.9350519878	0.718361076	0.5781622127
Sobic.001G379900	0.0984800561	0.2056463327	0
Sobic.001G380000	0	0	0
Sobic.001G380100	0	0	0
Sobic.001G380200	10.0168222437	39.9688363039	2.0870543628
Sobic.001G380300	0	0	0
Sobic.001G380400	5.4253904953	6.3059399425	1.1469473089
Sobic.001G380500	35.3917347701	4.4521157219	7.0981862667
Sobic.001G380600	18.335343317	5.3716168999	6.3711286311
Sobic.001G380700	0.0465207218	0	0
Sobic.001G380800	0	0	0
Sobic.001G380900	0	0	0
Sobic.001G381000	0	0	0.267685838
Sobic.001G381100	0	0	0.1288210803
Sobic.001G381200	225.2255237656	75.650756592	141.2084745673
Sobic.001G381250	0	0	0
Sobic.001G381300	0	0	0
Sobic.001G381400	0	0	0
Sobic.001G381500	2.3938884908	1.1027039868	3.3133142189
Sobic.001G381600	36.8346480482	34.6179789526	57.0576103345
Sobic.001G381700	0	0	0
Sobic.001G381800	3.4213055102	35.3277266951	0.1586220065
Sobic.001G381900	0.1415238825	0	0.1057126134
Sobic.001G382000	454.5608211366	130.9082854018	1516.0189808023
Sobic.001G382100	1.7913128061	0.7739223073	0.5536709708
Sobic.001G382200	101.3247720963	15.4387407595	49.8383615709
Sobic.001G382266	0	0	0
Sobic.001G382332	0	0	0
Sobic.001G382400	4.7204329691	2.3943408744	7.2410348282
Sobic.001G382500	10.4359243144	0	2.3929491581
Sobic.001G382600	34.1805914754	7.8358443696	21.9793073961
Sobic.001G382700	5.4130130978	0.114562189	19.7930548161
Sobic.001G382800	67.72956206	9.3863437895	53.5902075228
Sobic.001G382900	0	0	0
Sobic.001G383000	0	8.7378116676	0.1129718487
Sobic.001G383100	90.52080981	659.335905472	31.388425013
Sobic.001G383200	7.4903707095	39.375295439	2.4626657729
Sobic.001G383300	48.2629824614	36.9822412636	14.7405668138
Sobic.001G383350	0	0	0
Sobic.001G383400	4.0241266097	10.2968698134	1.0160652637
Sobic.001G383500	0.1704447243	1.2457310496	0.1909729679
Sobic.001G383600	0	0.1301275203	0
Sobic.001G383700	0.9783508976	7.0719061876	1.18050455
Sobic.001G383800	0	1.2001975571	0
Sobic.001G383900	4.01729693	1.6189164798	2.3690196665
Sobic.001G384000	19.7519282364	30.342801026	7.3700058172
Sobic.001G384100	1.5583272937	7.0012529354	1.0052791438
Sobic.001G384200	3.9289679107	2.1777328609	7.6086889954
Sobic.001G384300	91.4787270859	21.4253634309	111.4495722167
Sobic.001G384400	4.5833822005	0.9414129559	3.8725978912
Sobic.001G384500	1.2693035543	0	0.255262644
Sobic.001G384600	0.1453173062	0.3641424135	0.455893819
Sobic.001G384700	0.0968782041	0.3034520112	0.2170922948
Sobic.001G384800	4.9210114995	2.995735713	2.5792876842
Sobic.001G384900	16.8864940313	12.9295557446	4.1159932555
Sobic.001G385000	3.3624168092	1.9962827585	3.2502920276
Sobic.001G385066	0	0	0
Sobic.001G385132	0	0	0
Sobic.001G385200	0	0	0
Sobic.001G385300	0.3786056263	0	0.7831469972
Sobic.001G385400	7.6096776326	0.959831905	3.5764185786
Sobic.001G385500	0	0	0
Sobic.001G385800	0.4727686355	0.1518825856	0.2444808737
Sobic.001G385900	0.5706792997	0.3972313777	0.319705758
Sobic.001G386000	0.2739324012	0.8171805965	0.0876927509
Sobic.001G386100	3.513710567	0.6411268291	3.0577859522
Sobic.001G386200	18.8084603369	16.659151455	55.4073565177
Sobic.001G386300	43.9797202785	32.0272504801	81.3375893921
Sobic.001G386400	2.464187912	5.7970816835	2.061992481
Sobic.001G386500	0	0	0
Sobic.001G386600	0	0	0
Sobic.001G386700	58.5813311004	8.7547368829	163.01292882
Sobic.001G386800	2.2173135037	3.5277716959	0.8281217311
Sobic.001G386900	0	0	0
Sobic.001G387000	0.0412398441	0.0861171594	0.0924134842
Sobic.001G387200	32.6195507133	18.49309639	9.2610890976
Sobic.001G387300	0.3650301257	0	0.4404551837
Sobic.001G387400	0	0	0
Sobic.001G387500	1.3952581158	0.1150098141	0.4113952707
Sobic.001G387600	37.8428179164	17.4860465865	66.638075412
Sobic.001G387700	0	0	0
Sobic.001G387800	13.1941121065	5.0958211859	4.0781246215
Sobic.001G387900	0.022474137	0.563166679	0
Sobic.001G388000	0.6563808476	0.2141650545	0.2757880869
Sobic.001G388100	0	0	0
Sobic.001G388200	178.8840472946	135.6747900529	106.6830112364
Sobic.001G388250	1.5263790496	0.8314927991	1.4871435446
Sobic.001G388300	0.0472062247	0	0
Sobic.001G388400	35.5057398033	2.3478675762	4.1108093849
Sobic.001G388500	24.370412575	2.3051384707	2.4736751538
Sobic.001G388600	280.1653818403	16.1652683144	203.0372792807
Sobic.001G388700	0.3150397539	0.0939809869	0.2521306584
Sobic.001G388800	0.9384672904	0.3919420118	0.6308973812
Sobic.001G388900	0	0	0
Sobic.001G389000	0	0.3385910094	0
Sobic.001G389100	19.268254426	17.0839728861	20.9878262028
Sobic.001G389200	190.2886965607	31.9943968341	71.5686692471
Sobic.001G389300	0.0583917925	0	0.0436163061
Sobic.001G389400	0.8457467221	1.4717422544	0.4738039333
Sobic.001G389500	1.535379971	0.7239772158	1.2208581088
Sobic.001G389600	0.6397740579	0	3.2160391285
Sobic.001G389700	0	0.5564242928	0
Sobic.001G389800	63.4162463885	23.0688884621	11.0077092889
Sobic.001G389900	4.0841615213	0.6792656559	4.1305983929
Sobic.001G390000	0.8318324341	0.2368683886	6.5241242604
Sobic.001G390200	244.5206096877	356.8190674167	139.5650449184
Sobic.001G390300	193.5220663835	34.3303894063	55.5084105957
Sobic.001G390400	0	0	0
Sobic.001G390500	7.3200448652	0.8818695266	7.5707685747
Sobic.001G390700	0	0.1298405165	0
Sobic.001G390800	139.5262365133	56.5199080208	116.8283671149
Sobic.001G390900	11.6482440488	1.8755775444	5.4720486124
Sobic.001G391000	0.0225460312	0	0
Sobic.001G391101	0.177082647	0	0
Sobic.001G391200	17.6957797373	3.070541394	7.4990550594
Sobic.001G391300	0.824314544	0	0.1026216013
Sobic.001G391400	38.2330890762	17.8609496889	54.625453475
Sobic.001G391500	0	0	0
Sobic.001G391600	3.5925834653	1.2808366076	9.097768577
Sobic.001G391800	0	2.2299125066	1.5952994387
Sobic.001G391900	14.1359757895	4.6166819766	8.4071673843
Sobic.001G392000	0.0649874537	0	0
Sobic.001G392100	0	0	0
Sobic.001G392200	14.4389464884	5.8815606858	6.3115820237
Sobic.001G392300	21.5808444092	12.9285354005	26.7282725609
Sobic.001G392400	0.069164763	0	0.309979675
Sobic.001G392500	0.326543136	0	0.2439145088
Sobic.001G392600	6.9917059992	7.2348711353	3.7070576417
Sobic.001G392650	0	0	0
Sobic.001G392700	0	0.7269243658	0.060005564
Sobic.001G392800	22.2436276626	3.4028722644	10.7724208342
Sobic.001G392900	0.5817305496	0.0934439527	0.1002759647
Sobic.001G393000	0	0	0
Sobic.001G393101	0	0	0
Sobic.001G393200	0	0	0
Sobic.001G393300	87.5440725087	196.4587541395	175.5970794903
Sobic.001G393401	4.5400514224	0.7524244654	3.6334657462
Sobic.001G393500	0.2789402118	9.6433419481	0.8334282028
Sobic.001G393600	0	0	0
Sobic.001G393700	17.595453786	5.3720619478	6.308684144
Sobic.001G393800	8.2254963878	0.6178598885	3.3151688588
Sobic.001G393900	5.0304831536	1.5239934587	3.2124280487
Sobic.001G394000	0	0	0
Sobic.001G394100	0.229760044	0.59973197	0
Sobic.001G394250	0	0	0
Sobic.001G394400	14.6034989151	4.8639086758	17.5352613017
Sobic.001G394466	0	0	0
Sobic.001G394532	58.732411258	83.889308499	89.4962985121
Sobic.001G394600	28.5302729734	4.5340180356	4.4762745804
